s1	n_true	n_true_s2	n_true_s3	validation
S1-934419199	6	3	3	1
S1-994780882	5	2	3	0
S1-637589685	5	3	2	0
S1-853191634	1	1	0	0
S1-771573745	5	0	5	0
S1-189960996	4	2	2	0
S1-192770152	3	2	1	0
S1-320209096	4	2	2	0
S1-585883008	4	1	3	0
S1-676612504	0	0	0	0
S1-510615559	4	3	1	0
S1-632000502	4	1	3	0
S1-838284294	3	2	1	1
S1-581393067	5	3	2	0
S1-631845594	5	3	2	1
S1-974295500	7	4	3	0
S1-369436315	6	2	4	1
S1-670967718	4	3	1	0
S1-837652863	4	1	3	0
S1-82591591	7	3	4	0
S1-96995290	0	0	0	1
S1-352763430	5	2	3	0
S1-253096260	3	2	1	0
S1-118502154	6	4	2	0
S1-633223855	3	1	2	1
S1-581837101	0	0	0	1
S1-772169189	2	1	1	1
S1-208234467	0	0	0	0
S1-781052836	2	1	1	1
S1-482684355	2	1	1	0
S1-747450380	7	4	3	1
S1-728011176	5	2	3	0
S1-659536927	3	1	2	0
S1-135251474	5	2	3	0
S1-940575228	3	2	1	0
S1-481404429	2	1	1	0
S1-600766962	2	1	1	0
S1-118462061	3	0	3	0
S1-461462917	7	3	4	0
S1-910889323	4	3	1	0
S1-833959100	5	1	4	0
S1-101764651	2	0	2	0
S1-396121751	3	0	3	1
S1-717004929	3	1	2	0
S1-600657586	2	1	1	0
S1-332715948	4	2	2	1
S1-558098186	3	2	1	0
S1-772670078	1	0	1	1
S1-345172520	0	0	0	0
S1-737146237	3	1	2	0
S1-418876288	4	2	2	0
S1-101762377	0	0	0	0
S1-503570207	5	3	2	0
S1-158282953	4	2	2	0
S1-946746404	2	1	1	0
S1-472783943	0	0	0	0
S1-595285265	4	2	2	0
S1-307661923	4	3	1	1
S1-275326917	6	3	3	0
S1-884571086	1	0	1	1
S1-983807910	1	1	0	0
S1-855081775	4	2	2	1
S1-45252741	7	2	5	0
S1-118587100	2	1	1	0
S1-37982716	3	3	0	0
S1-201078193	6	4	2	0
S1-47313775	2	1	1	0
S1-365075128	5	3	2	0
S1-171888013	4	2	2	0
S1-376876834	0	0	0	0
S1-692421008	4	2	2	0
S1-684473435	2	1	1	0
S1-46543345	1	1	0	0
S1-762440329	5	2	3	1
S1-723532322	2	2	0	0
S1-51810842	5	3	2	1
S1-919289384	2	1	1	0
S1-567194861	4	2	2	1
S1-146760494	6	3	3	1
S1-98402215	5	3	2	0
S1-927121205	3	1	2	0
S1-57693310	3	2	1	0
S1-449479964	3	1	2	0
S1-157492058	3	2	1	0
S1-967691965	4	2	2	1
S1-733655859	5	2	3	0
S1-625095840	3	1	2	1
S1-417777542	4	1	3	0
S1-746964806	2	1	1	0
S1-463388682	3	1	2	0
S1-923107281	4	2	2	0
S1-760000194	4	2	2	0
S1-166230505	4	2	2	0
S1-179003866	3	1	2	0
S1-460173235	5	3	2	0
S1-57534102	5	1	4	0
S1-650657463	4	3	1	0
S1-519719760	4	1	3	1
S1-979621542	8	3	5	0
S1-873711994	2	1	1	0
S1-195874276	4	2	2	0
S1-283583790	5	3	2	0
S1-860273048	2	1	1	0
S1-631690612	4	2	2	0
S1-336033902	4	2	2	0
S1-355671854	8	4	4	0
S1-927881293	4	3	1	0
S1-255489365	2	0	2	0
S1-595173802	3	1	2	0
S1-260453708	5	2	3	0
S1-115688029	2	1	1	0
S1-725284847	0	0	0	1
S1-704913594	5	2	3	0
S1-345613773	2	1	1	1
S1-214436767	5	2	3	0
S1-855777661	5	3	2	0
S1-369297963	2	1	1	0
S1-564308638	3	2	1	1
S1-276399184	5	3	2	0
S1-904156216	2	1	1	0
S1-77333364	2	1	1	0
S1-162545534	0	0	0	1
S1-420185205	2	1	1	0
S1-217911777	2	0	2	0
S1-489165032	2	1	1	0
S1-496551318	3	2	1	0
S1-938180046	6	2	4	0
S1-70832854	2	2	0	0
S1-115727402	1	0	1	0
S1-895733576	3	0	3	0
S1-886381285	4	3	1	0
S1-578716931	2	1	1	1
S1-417783280	5	3	2	0
S1-556413196	3	2	1	0
S1-862894808	4	3	1	0
S1-581854650	6	4	2	0
S1-245358131	0	0	0	1
S1-918619016	2	0	2	0
S1-134316565	6	3	3	1
S1-843199788	5	4	1	0
S1-326464164	2	1	1	1
S1-536151046	4	4	0	0
S1-517433608	5	3	2	1
S1-48209922	5	2	3	0
S1-637685044	3	1	2	0
S1-694624517	1	1	0	1
S1-83214840	4	2	2	0
S1-590512802	4	1	3	0
S1-502457589	3	2	1	1
S1-597059294	3	1	2	0
S1-792774009	5	3	2	0
S1-273190979	6	3	3	1
S1-665492279	1	1	0	0
S1-604602503	0	0	0	0
S1-297328651	4	2	2	1
S1-140655586	4	3	1	0
S1-407760885	6	1	5	0
S1-725478704	5	0	5	0
S1-830776667	5	2	3	0
S1-800296221	1	1	0	1
S1-654511280	3	2	1	0
S1-413930305	3	2	1	0
S1-770342997	4	1	3	0
S1-925965461	4	2	2	1
S1-958857888	0	0	0	0
S1-75477466	3	1	2	0
S1-838057918	5	1	4	0
S1-938947364	3	1	2	0
S1-983267862	4	1	3	0
S1-952666101	3	1	2	0
S1-624148809	3	1	2	1
S1-322138875	5	3	2	0
S1-878786813	0	0	0	0
S1-776964652	5	3	2	0
S1-854385843	5	3	2	0
S1-503885567	3	0	3	1
S1-37324492	4	3	1	1
S1-114413864	7	4	3	0
S1-68598516	4	1	3	0
S1-84668021	1	1	0	1
S1-198981444	5	2	3	0
S1-112413278	2	1	1	1
S1-68000837	3	1	2	1
S1-345739413	2	1	1	0
S1-171751015	5	3	2	0
S1-900353540	3	2	1	0
S1-809075875	6	4	2	0
S1-507455917	4	2	2	0
S1-350938452	3	2	1	1
S1-918058571	5	3	2	0
S1-762668536	3	1	2	0
S1-784647301	3	1	2	1
S1-8063942	5	3	2	0
S1-202359521	3	1	2	0
S1-663653040	6	4	2	0
S1-446442890	3	3	0	0
S1-17937860	5	3	2	0
S1-914539765	3	2	1	0
S1-414482807	2	1	1	0
S1-674248939	2	1	1	0
S1-945381654	3	1	2	0
S1-691240358	2	1	1	0
S1-859755952	3	1	2	0
S1-748351170	1	0	1	0
S1-277445007	6	1	5	0
S1-733141867	6	2	4	0
S1-625299314	6	3	3	1
S1-470019230	3	2	1	0
S1-486339829	0	0	0	0
S1-183038220	1	1	0	0
S1-977157917	3	1	2	1
S1-434687841	5	2	3	0
S1-934366401	3	2	1	0
S1-837458454	2	1	1	0
S1-267772550	3	1	2	0
S1-748700246	2	1	1	0
S1-232852152	0	0	0	1
S1-196996467	7	4	3	1
S1-373989211	4	2	2	0
S1-619777457	0	0	0	0
S1-764245831	6	4	2	0
S1-472112627	2	1	1	0
S1-354481507	5	3	2	0
S1-231121070	5	2	3	0
S1-717269768	3	1	2	1
S1-938924631	5	2	3	0
S1-331272843	5	3	2	0
S1-747651136	2	1	1	0
S1-489438631	3	2	1	0
S1-76746472	4	1	3	0
S1-383375496	4	1	3	0
S1-68193181	1	0	1	1
S1-54087883	6	3	3	0
S1-671648084	4	2	2	0
S1-967422662	4	2	2	1
S1-645209951	6	2	4	0
S1-138353866	3	2	1	0
S1-183143792	4	2	2	0
S1-589459072	3	1	2	0
S1-630094192	5	3	2	0
S1-528326703	5	1	4	0
S1-12093078	4	1	3	0
S1-896761193	5	2	3	1
S1-497062822	2	1	1	0
S1-41261675	5	3	2	0
S1-920367934	4	1	3	0
S1-586741187	5	4	1	0
S1-796234929	0	0	0	0
S1-241715462	1	1	0	0
S1-467896167	5	3	2	0
S1-932063003	4	3	1	0
S1-402478112	6	2	4	0
S1-644446737	0	0	0	0
S1-837372781	4	2	2	0
S1-817202168	2	1	1	0
S1-731272023	3	3	0	0
S1-769749655	6	3	3	0
S1-60095699	2	1	1	1
S1-760467417	6	2	4	0
S1-461741774	2	2	0	1
S1-743680151	4	3	1	0
S1-315373838	2	0	2	0
S1-525507099	6	1	5	0
S1-654156194	6	4	2	0
S1-817092005	3	1	2	0
S1-148037793	6	2	4	0
S1-391779777	4	3	1	0
S1-252411527	2	1	1	0
S1-96663462	3	2	1	0
S1-417773687	1	0	1	0
S1-790219678	2	1	1	0
S1-345957718	2	1	1	0
S1-246129597	1	1	0	0
S1-596048643	5	3	2	0
S1-106194876	5	2	3	1
S1-976738132	2	1	1	0
S1-534618241	5	2	3	0
S1-54213473	1	0	1	0
S1-325124278	3	0	3	0
S1-269374880	2	1	1	0
S1-144016644	4	3	1	0
S1-642282198	5	1	4	0
S1-172453620	4	1	3	0
S1-778208730	1	0	1	1
S1-223582127	4	4	0	0
S1-136933096	5	3	2	0
S1-661675873	1	1	0	1
S1-898345403	2	0	2	0
S1-819483366	5	3	2	0
S1-425640961	3	1	2	0
S1-673974853	0	0	0	0
S1-837883259	3	2	1	0
S1-421418713	3	2	1	0
S1-418849995	6	2	4	1
S1-369985982	2	1	1	0
S1-136481301	0	0	0	1
S1-711039192	2	1	1	0
S1-509510761	4	1	3	1
S1-669154009	4	3	1	0
S1-276595601	2	1	1	0
S1-31039157	6	1	5	0
S1-576626541	5	2	3	0
S1-219672719	5	2	3	0
S1-958234688	4	3	1	0
S1-27176332	6	3	3	0
S1-447531347	2	1	1	0
S1-737765929	3	2	1	1
S1-76146608	2	0	2	1
S1-416083364	2	0	2	0
S1-661357533	3	3	0	1
S1-380356603	3	1	2	1
S1-222212786	6	4	2	0
S1-998045431	1	1	0	0
S1-896721414	0	0	0	0
S1-480312891	1	0	1	0
S1-118378550	4	2	2	0
S1-380871367	5	2	3	0
S1-369757256	6	3	3	0
S1-427602960	2	0	2	0
S1-477867902	3	2	1	0
S1-33303071	6	1	5	0
S1-358751126	2	1	1	0
S1-23204173	6	2	4	0
S1-533202372	3	1	2	0
S1-769619488	2	1	1	0
S1-591862549	6	4	2	0
S1-277796692	4	1	3	0
S1-296223975	4	1	3	0
S1-457044625	4	3	1	0
S1-153485613	2	2	0	0
S1-721702167	4	2	2	1
S1-784456857	8	4	4	1
S1-144171085	3	3	0	0
S1-754261590	2	1	1	0
S1-971977835	2	1	1	0
S1-655505077	4	2	2	0
S1-725763017	2	0	2	0
S1-514278589	0	0	0	1
S1-131321886	3	3	0	0
S1-440783542	3	2	1	0
S1-859271188	7	4	3	0
S1-277319567	2	1	1	0
S1-126290320	2	1	1	0
S1-588648301	4	2	2	1
S1-49129368	5	2	3	0
S1-369403284	4	1	3	0
S1-888990090	4	3	1	0
S1-119666499	0	0	0	0
S1-746889807	2	1	1	1
S1-758994505	2	0	2	0
S1-555698705	4	3	1	1
S1-55594665	4	3	1	1
S1-666210809	5	4	1	0
S1-545028787	5	1	4	0
S1-251778155	3	2	1	0
S1-699371665	2	1	1	0
S1-946467479	4	3	1	0
S1-521713985	0	0	0	0
S1-889035041	4	2	2	0
S1-700207404	3	1	2	0
S1-809282469	4	3	1	0
S1-877792801	2	1	1	0
S1-564079692	0	0	0	0
S1-869065324	3	1	2	1
S1-823741381	4	2	2	1
S1-5511243	0	0	0	0
S1-874257599	2	0	2	0
S1-603470730	6	4	2	0
S1-550017805	5	3	2	0
S1-856718197	2	1	1	1
S1-384554921	0	0	0	0
S1-34703985	6	3	3	1
S1-336181930	5	1	4	1
S1-6995546	6	5	1	0
S1-246647034	6	3	3	0
S1-897587678	2	2	0	0
S1-911701525	5	3	2	0
S1-151234482	4	3	1	0
S1-251644083	3	1	2	0
S1-461894353	1	0	1	0
S1-617980209	3	2	1	1
S1-285451793	4	2	2	1
S1-877871395	5	3	2	0
S1-159871837	0	0	0	0
S1-404181363	5	2	3	0
S1-298366598	1	0	1	0
S1-757327548	3	2	1	1
S1-524433736	4	2	2	0
S1-316781167	5	0	5	1
S1-521683395	4	1	3	0
S1-319200321	1	0	1	0
S1-943284966	4	3	1	0
S1-40748805	6	4	2	0
S1-302460878	5	2	3	0
S1-5643650	6	1	5	1
S1-992567987	6	3	3	0
S1-618472684	5	1	4	1
S1-120199276	4	2	2	0
S1-678601499	2	1	1	0
S1-860787094	2	1	1	0
S1-60231304	2	1	1	0
S1-163922727	5	2	3	0
S1-377093431	5	4	1	0
S1-830462478	6	2	4	0
S1-814226008	2	1	1	1
S1-571638310	3	2	1	1
S1-67703602	2	1	1	0
S1-941897917	2	2	0	0
S1-938557928	6	4	2	0
S1-134684888	5	2	3	0
S1-788453778	4	2	2	0
S1-400095998	4	1	3	0
S1-893273750	3	2	1	0
S1-924565256	2	0	2	1
S1-676349283	0	0	0	0
S1-267049102	2	2	0	0
S1-894269774	5	1	4	0
S1-424709576	2	0	2	0
S1-865420355	4	3	1	0
S1-884526854	3	2	1	0
S1-492241211	3	1	2	0
S1-594685520	1	1	0	0
S1-844005338	3	2	1	0
S1-860403048	3	1	2	0
S1-886604310	3	2	1	0
S1-992735302	1	0	1	0
S1-805372569	4	2	2	0
S1-714440011	3	1	2	0
S1-734422985	3	1	2	0
S1-586450663	4	1	3	0
S1-847741024	3	2	1	0
S1-983154592	3	2	1	0
S1-847044757	6	2	4	0
S1-720777938	2	1	1	0
S1-340781146	0	0	0	1
S1-74632256	0	0	0	0
S1-706174262	5	1	4	0
S1-407922054	3	2	1	0
S1-556618088	5	3	2	0
S1-222790248	1	0	1	0
S1-739078905	3	2	1	0
S1-364028913	6	3	3	0
S1-518942171	3	1	2	0
S1-442054540	4	2	2	0
S1-106138150	2	2	0	0
S1-162510200	4	1	3	1
S1-395392795	0	0	0	1
S1-360877297	4	2	2	0
S1-649238538	5	3	2	1
S1-191589302	4	3	1	0
S1-431301283	3	2	1	0
S1-575158044	6	2	4	0
S1-161921922	4	2	2	0
S1-15749315	3	2	1	0
S1-423276114	7	3	4	0
S1-189583682	4	2	2	0
S1-843400203	7	4	3	1
S1-472695874	3	1	2	0
S1-176164882	6	1	5	0
S1-422911882	2	1	1	0
S1-290151219	2	0	2	0
S1-447320565	3	1	2	0
S1-457241467	2	1	1	0
S1-504668450	4	1	3	1
S1-584717342	5	2	3	0
S1-7040620	4	2	2	1
S1-788744989	2	0	2	0
S1-685093344	3	2	1	0
S1-140915305	2	0	2	1
S1-402860122	4	1	3	0
S1-677368911	2	1	1	0
S1-491326329	1	0	1	0
S1-379182528	1	1	0	0
S1-216234962	3	2	1	0
S1-635098938	3	1	2	0
S1-854054479	0	0	0	0
S1-56989020	5	4	1	1
S1-180397004	3	1	2	0
S1-23379815	5	2	3	1
S1-36482646	5	3	2	0
S1-892718533	4	3	1	0
S1-793438971	3	1	2	0
S1-766271252	4	3	1	1
S1-59417945	5	2	3	0
S1-980390394	1	0	1	1
S1-774886240	2	1	1	0
S1-754985634	0	0	0	0
S1-433727669	3	2	1	0
S1-344061713	3	2	1	0
S1-460626113	3	1	2	0
S1-915653405	5	2	3	0
S1-366961206	3	2	1	0
S1-371109556	6	3	3	0
S1-423325965	7	4	3	0
S1-464054746	4	2	2	1
S1-562483211	4	2	2	0
S1-41581715	2	1	1	0
S1-337466930	3	1	2	0
S1-982572058	1	1	0	1
S1-544234524	7	5	2	0
S1-358679933	3	2	1	0
S1-813206674	2	0	2	0
S1-258356187	2	2	0	0
S1-345422778	5	3	2	0
S1-881597990	4	1	3	0
S1-961185762	2	0	2	1
S1-360605570	5	4	1	0
S1-998643184	2	1	1	0
S1-294122620	5	1	4	0
S1-682740229	4	2	2	0
S1-268581045	6	1	5	0
S1-541785695	3	1	2	1
S1-779954871	2	2	0	0
S1-281755114	3	1	2	1
S1-704010386	2	1	1	0
S1-514604162	4	2	2	0
S1-937822241	5	4	1	0
S1-905263981	0	0	0	0
S1-694242701	3	2	1	0
S1-825828879	1	0	1	0
S1-615641643	4	3	1	0
S1-900266870	2	2	0	0
S1-519403451	4	2	2	0
S1-365450541	5	2	3	0
S1-385503077	1	0	1	1
S1-233007363	3	2	1	0
S1-433766724	5	3	2	0
S1-470837671	2	1	1	0
S1-773684229	3	2	1	0
S1-979332003	5	2	3	0
S1-205140592	0	0	0	1
S1-895480179	0	0	0	0
S1-226182978	2	1	1	0
S1-806813364	3	2	1	0
S1-410428114	2	1	1	1
S1-636606349	3	2	1	0
S1-392743694	3	1	2	1
S1-947200453	5	1	4	0
S1-605113595	0	0	0	0
S1-507066405	5	1	4	0
S1-435261305	6	3	3	1
S1-677168024	2	0	2	0
S1-818654914	7	2	5	1
S1-641789731	2	1	1	0
S1-721576895	5	2	3	0
S1-921736544	3	1	2	1
S1-415578787	7	4	3	0
S1-273025898	5	3	2	1
S1-840074157	2	1	1	0
S1-896109336	4	2	2	0
S1-662939289	2	1	1	0
S1-12075135	1	1	0	0
S1-277276936	3	1	2	1
S1-557926513	5	3	2	0
S1-67212931	3	2	1	0
S1-471833939	2	0	2	0
S1-255644168	6	4	2	0
S1-340767126	2	1	1	1
S1-505371001	4	3	1	1
S1-819320296	4	1	3	0
S1-196124805	4	3	1	1
S1-840338912	5	2	3	0
S1-487357820	5	2	3	0
S1-607280488	2	1	1	0
S1-192377556	7	4	3	0
S1-697216285	3	2	1	1
S1-573427830	2	1	1	0
S1-331873768	2	0	2	0
S1-465483754	4	1	3	1
S1-448913923	4	3	1	0
S1-404678575	1	1	0	0
S1-391367014	2	1	1	0
S1-182806901	3	2	1	0
S1-446374322	4	2	2	0
S1-540577628	4	2	2	0
S1-724260642	3	1	2	0
S1-370712658	3	2	1	1
S1-412551600	5	1	4	0
S1-498207109	3	1	2	0
S1-260746973	4	2	2	0
S1-298601510	5	1	4	1
S1-365827531	0	0	0	0
S1-867998778	4	2	2	0
S1-232277944	4	1	3	0
S1-706532794	4	3	1	0
S1-205348400	2	0	2	1
S1-908044271	0	0	0	0
S1-293970681	2	1	1	0
S1-154363926	1	0	1	0
S1-573207724	4	2	2	1
S1-538575704	2	2	0	0
S1-901686334	4	2	2	0
S1-256667363	4	2	2	0
S1-383136037	7	4	3	0
S1-367000671	4	2	2	0
S1-901201783	2	0	2	0
S1-967146650	2	1	1	0
S1-743565180	5	2	3	0
S1-557122457	3	1	2	0
S1-927827174	5	4	1	1
S1-152896439	3	2	1	0
S1-104621595	1	1	0	0
S1-137403022	2	1	1	1
S1-503227865	2	1	1	0
S1-732732128	3	2	1	0
S1-426137654	2	0	2	1
S1-727157453	2	1	1	1
S1-329138290	2	1	1	0
S1-348002786	3	2	1	0
S1-309827824	0	0	0	1
S1-722865866	4	3	1	1
S1-668839956	5	2	3	0
S1-44397798	3	2	1	1
S1-941726024	4	1	3	0
S1-60863667	4	3	1	0
S1-50216702	4	1	3	0
S1-24104369	3	2	1	1
S1-147177521	1	1	0	0
S1-259497416	1	0	1	0
S1-861576161	2	1	1	1
S1-279985885	5	3	2	0
S1-707882345	5	2	3	0
S1-277790334	2	1	1	0
S1-413303566	3	1	2	0
S1-479857170	2	1	1	0
S1-323853106	1	0	1	0
S1-316948610	2	1	1	0
S1-123298375	4	2	2	0
S1-856168670	3	1	2	0
S1-921400989	5	2	3	0
S1-434161485	3	2	1	1
S1-988045232	4	3	1	0
S1-630046260	3	2	1	0
S1-91334694	0	0	0	0
S1-162012861	4	1	3	0
S1-244347459	3	1	2	1
S1-147212186	1	1	0	0
S1-303638435	3	2	1	1
S1-516315374	4	2	2	0
S1-922695915	2	2	0	0
S1-288143358	8	3	5	0
S1-106966123	5	4	1	1
S1-343264189	6	2	4	1
S1-361638212	5	3	2	0
S1-442302837	1	0	1	0
S1-288872994	3	2	1	0
S1-753138640	8	5	3	0
S1-887529676	3	0	3	0
S1-682679846	4	2	2	0
S1-375001336	1	0	1	0
S1-687707424	0	0	0	0
S1-797774363	4	1	3	1
S1-236671710	4	1	3	0
S1-621085351	4	3	1	0
S1-447690712	3	1	2	1
S1-519547125	0	0	0	0
S1-479344773	5	2	3	0
S1-118477314	3	1	2	0
S1-83774131	6	2	4	1
S1-191076207	2	1	1	0
S1-253979123	4	1	3	0
S1-685565924	2	0	2	1
S1-736573245	0	0	0	0
S1-566494341	5	4	1	0
S1-944463422	6	3	3	0
S1-812739621	4	1	3	1
S1-726810064	3	2	1	0
S1-196512847	5	2	3	0
S1-868695969	3	1	2	0
S1-554635539	3	2	1	1
S1-710891317	3	2	1	0
S1-769832601	4	2	2	0
S1-445086453	4	4	0	0
S1-820751934	3	1	2	0
S1-349763244	5	0	5	0
S1-405946085	2	1	1	0
S1-867737711	5	2	3	0
S1-106307602	3	2	1	0
S1-545773475	6	3	3	0
S1-201923446	3	2	1	0
S1-79770187	1	0	1	0
S1-120886996	1	1	0	0
S1-133571899	4	1	3	0
S1-401647431	5	1	4	0
S1-217071216	3	1	2	0
S1-976918844	3	2	1	0
S1-18590549	4	3	1	0
S1-974705552	3	2	1	0
S1-856029821	2	1	1	0
S1-196063663	5	4	1	0
S1-629232146	5	1	4	0
S1-301772283	1	1	0	0
S1-829039542	3	2	1	1
S1-686578911	6	3	3	0
S1-203955016	6	4	2	0
S1-146700055	4	2	2	0
S1-220776561	1	1	0	0
S1-773381534	4	1	3	1
S1-25922331	7	5	2	1
S1-996305336	2	2	0	0
S1-770161946	4	2	2	1
S1-429412342	3	1	2	0
S1-11510172	4	3	1	1
S1-396887487	4	2	2	1
S1-980995247	3	1	2	1
S1-932808595	2	1	1	0
S1-629905388	5	3	2	1
S1-688100	3	2	1	0
S1-933816466	0	0	0	0
S1-190207937	3	1	2	0
S1-792896996	4	1	3	0
S1-196235024	4	2	2	0
S1-486380508	5	1	4	0
S1-343970781	5	2	3	0
S1-398401170	0	0	0	0
S1-710381109	3	2	1	0
S1-119572870	4	2	2	1
S1-732141297	5	2	3	0
S1-564219622	2	1	1	0
S1-492605779	4	1	3	0
S1-294256612	2	1	1	0
S1-806795842	2	0	2	0
S1-371596243	6	3	3	0
S1-400362829	3	1	2	0
S1-439203736	2	1	1	1
S1-648412102	1	1	0	0
S1-419917984	6	4	2	0
S1-495551624	3	1	2	1
S1-495733265	8	4	4	1
S1-845032589	5	2	3	1
S1-395791453	4	2	2	0
S1-167098629	4	2	2	0
S1-507483944	3	1	2	0
S1-866086237	5	3	2	0
S1-995708936	3	2	1	1
S1-93137170	3	1	2	0
S1-72788395	4	3	1	0
S1-575251642	0	0	0	0
S1-306329056	3	1	2	1
S1-114144410	3	1	2	1
S1-746828150	2	1	1	0
S1-360994973	3	1	2	1
S1-772717102	4	1	3	0
S1-213262863	3	0	3	1
S1-630130257	0	0	0	0
S1-557022307	3	1	2	0
S1-286301911	3	2	1	0
S1-114032603	1	0	1	0
S1-797296428	2	0	2	0
S1-79664859	0	0	0	1
S1-97914736	4	2	2	0
S1-852422115	2	1	1	0
S1-318516276	5	3	2	0
S1-554633440	4	1	3	0
S1-970602858	7	3	4	0
S1-838131493	7	3	4	0
S1-530966759	3	2	1	0
S1-48068006	1	0	1	0
S1-369517243	3	1	2	0
S1-908122143	4	3	1	0
S1-15133345	6	3	3	0
S1-639009686	3	1	2	0
S1-392459428	3	1	2	0
S1-182547847	5	3	2	0
S1-693989152	2	1	1	1
S1-449392022	0	0	0	0
S1-105054349	4	3	1	0
S1-996335269	2	1	1	1
S1-144969543	5	1	4	1
S1-413177570	4	1	3	0
S1-738768899	3	2	1	0
S1-652391362	2	1	1	0
S1-361859792	5	2	3	1
S1-319682830	2	0	2	0
S1-487449484	6	3	3	0
S1-24539049	2	0	2	0
S1-66521471	5	2	3	1
S1-367714906	6	2	4	0
S1-17337184	2	2	0	0
S1-177674826	8	5	3	0
S1-395678747	3	1	2	0
S1-98446575	3	1	2	1
S1-58310747	3	2	1	0
S1-995309929	6	3	3	0
S1-878167273	3	1	2	1
S1-800159218	6	4	2	1
S1-790097566	4	3	1	0
S1-540461705	2	1	1	0
S1-147849974	2	0	2	0
S1-658542063	3	1	2	1
S1-841860277	6	4	2	0
S1-424744009	3	2	1	0
S1-352673420	1	1	0	0
S1-183210851	2	1	1	1
S1-460718306	5	2	3	1
S1-949261063	2	1	1	0
S1-29349535	1	0	1	1
S1-18986281	2	1	1	0
S1-948440272	5	3	2	0
S1-342733323	2	1	1	0
S1-987581440	5	2	3	0
S1-539360652	3	3	0	0
S1-146798100	3	1	2	0
S1-990032352	0	0	0	0
S1-842019434	3	1	2	1
S1-170609238	3	2	1	0
S1-848967441	4	0	4	0
S1-288757258	6	4	2	0
S1-262857243	0	0	0	0
S1-248678672	4	1	3	0
S1-663565958	4	2	2	0
S1-502241174	7	4	3	1
S1-680479441	8	3	5	0
S1-888160240	4	2	2	0
S1-223166567	5	2	3	1
S1-476884085	5	1	4	0
S1-946816334	4	2	2	0
S1-23440268	4	2	2	0
S1-247537258	0	0	0	0
S1-972543004	3	2	1	0
S1-98225343	2	1	1	0
S1-57719028	4	2	2	0
S1-472045820	6	5	1	1
S1-79082817	3	2	1	0
S1-587132550	4	2	2	0
S1-105055218	3	0	3	0
S1-668164759	4	1	3	0
S1-142147592	5	3	2	0
S1-740003431	3	2	1	1
S1-580099825	5	2	3	0
S1-814346164	0	0	0	0
S1-752379599	0	0	0	0
S1-927470261	3	2	1	0
S1-139235239	5	3	2	0
S1-229992726	2	1	1	0
S1-959586791	2	1	1	0
S1-529739058	3	2	1	1
S1-725540710	3	2	1	1
S1-634177276	2	1	1	0
S1-927613699	3	1	2	0
S1-879288348	0	0	0	0
S1-886402840	3	2	1	1
S1-31552553	2	1	1	0
S1-368004430	2	2	0	1
S1-659101311	4	1	3	0
S1-398467928	5	1	4	0
S1-156989608	1	0	1	1
S1-653766547	5	2	3	1
S1-841498114	5	4	1	0
S1-431624584	2	1	1	0
S1-31133267	6	3	3	0
S1-558890767	0	0	0	0
S1-181252930	7	4	3	1
S1-219437524	3	1	2	0
S1-612389322	2	1	1	0
S1-526482392	3	1	2	0
S1-629715254	1	0	1	0
S1-880571659	5	2	3	0
S1-942257507	5	2	3	0
S1-227222958	3	1	2	0
S1-861885870	0	0	0	0
S1-486012920	4	1	3	0
S1-886014754	2	0	2	0
S1-666934040	5	2	3	0
S1-252841897	2	0	2	0
S1-754263423	3	2	1	0
S1-757025839	3	2	1	0
S1-61311397	4	3	1	0
S1-393893683	4	3	1	1
S1-881479733	5	2	3	0
S1-941779924	4	4	0	0
S1-712475717	4	2	2	0
S1-463989307	4	2	2	1
S1-376782290	5	3	2	0
S1-294532133	4	1	3	0
S1-360347153	3	1	2	0
S1-251790751	2	0	2	0
S1-552328800	0	0	0	0
S1-544331909	2	1	1	0
S1-70598180	3	2	1	0
S1-601698453	7	4	3	0
S1-107376841	4	2	2	0
S1-926365439	2	1	1	0
S1-461879574	5	2	3	0
S1-131065821	0	0	0	0
S1-496674014	2	1	1	0
S1-427366110	3	2	1	0
S1-118839703	8	4	4	0
S1-602592142	3	2	1	0
S1-8214021	4	1	3	0
S1-434719296	3	2	1	0
S1-683575423	4	2	2	1
S1-925278180	2	1	1	1
S1-135222686	4	2	2	1
S1-977886745	5	2	3	0
S1-228832990	2	1	1	1
S1-957178365	1	0	1	1
S1-736343911	4	1	3	0
S1-112265255	4	2	2	0
S1-691850663	2	1	1	0
S1-125627390	3	1	2	1
S1-726677423	5	3	2	0
S1-11510001	2	0	2	0
S1-430126073	5	2	3	1
S1-662347770	1	1	0	0
S1-197297436	5	2	3	1
S1-434819424	2	0	2	0
S1-504196409	4	2	2	0
S1-846265901	1	0	1	0
S1-363229329	5	3	2	0
S1-793735285	5	4	1	0
S1-123417802	5	3	2	0
S1-226876322	2	2	0	0
S1-204294673	0	0	0	0
S1-169094796	3	1	2	0
S1-970220821	4	2	2	0
S1-331488652	3	2	1	0
S1-331511342	3	1	2	0
S1-600422499	3	1	2	0
S1-657556498	3	2	1	1
S1-114307063	2	1	1	0
S1-880777674	4	2	2	0
S1-431661595	6	3	3	0
S1-116667426	3	1	2	0
S1-366927546	4	0	4	0
S1-537098664	5	2	3	0
S1-21822651	6	2	4	0
S1-412206685	7	4	3	0
S1-130689915	2	1	1	0
S1-209669739	7	3	4	1
S1-980481856	2	1	1	1
